Mensch Kopf;Mensch Linker Oberarm;Mensch Linker Unterarm;Mensch Linke Hand;Mensch Linkes Bein Oben;Mensch Linkes Bein Unten;Mensch Linker Fuss;Mensch Rechter Oberarm;Mensch Rechter Unterarm;Mensch Rechte Hand;Mensch Rechtes Bein Oben;Mensch Rechtes Bein Unten;Mensch Rechter Fuss;KUKA A1;KUKA A2;KUKA A3;KUKA A4;KUKA A5;KUKA A6
0.1;0.075;0.04;0.03;0.1;.06;0.04;0.075;0.04;0.03;0.1;.06;0.04;0.5;0.35;0.5;0.2;0.2;0.2
